,Código IBGE,UF,MUNICiPIO,CoDIGO_NACIONAL
2236,3509908,SP,CANANÉIA,13
2237,3509809,SP,CAMPOS NOVOS PAULISTA,14
2238,3509700,SP,CAMPOS DO JORDÃO,12
2239,3509601,SP,CAMPO LIMPO PAULISTA,11
2240,3509502,SP,CAMPINAS,19
2241,3509452,SP,CAMPINA DO MONTE ALEGRE,15
2242,3509403,SP,CAJURU,16
2243,3509304,SP,CAJOBI,17
2244,3509254,SP,CAJATI,13
2245,3509205,SP,CAJAMAR,11
2246,3509106,SP,CAIUÁ,18
2247,3509007,SP,CAIEIRAS,11
2248,3508900,SP,CAIABU,18
2249,3508801,SP,CAFELÂNDIA,14
2250,3508702,SP,CACONDE,19
2251,3508603,SP,CACHOEIRA PAULISTA,12
2252,3508504,SP,CAÇAPAVA,12
2253,3508405,SP,CABREÚVA,11
2254,3508306,SP,CABRÁLIA PAULISTA,14
2255,3508207,SP,BURITIZAL,16
2256,3508108,SP,BURITAMA,18
2257,3508009,SP,BURI,15
2258,3507902,SP,BROTAS,14
2259,3507753,SP,BREJO ALEGRE,18
2260,3507704,SP,BRAÚNA,18
2261,3507605,SP,BRAGANÇA PAULISTA,11
2262,3507506,SP,BOTUCATU,14
2263,3507456,SP,BOREBI,14
2264,3507407,SP,BORBOREMA,16
2265,3507308,SP,BORACÉIA,14
2266,3507209,SP,BORÁ,18
2267,3507159,SP,BOM SUCESSO DE ITARARÉ,15
2268,3507100,SP,BOM JESUS DOS PERDÕES,11
2269,3507001,SP,BOITUVA,15
2270,3506904,SP,BOFETE,14
2271,3506805,SP,BOCAINA,14
2272,3506706,SP,BOA ESPERANÇA DO SUL,16
2273,3506607,SP,BIRITIBA-MIRIM,11
2274,3506508,SP,BIRIGUI,18
2275,3506409,SP,BILAC,18
2276,3506359,SP,BERTIOGA,13
2277,3506300,SP,BERNARDINO DE CAMPOS,14
2278,3506201,SP,BENTO DE ABREU,18
2279,3506102,SP,BEBEDOURO,17
2280,3506003,SP,BAURU,14
2281,3505906,SP,BATATAIS,16
2282,3505807,SP,BASTOS,14
2283,3505708,SP,BARUERI,11
2284,3505609,SP,BARRINHA,16
2285,3505500,SP,BARRETOS,17
2286,3505401,SP,BARRA DO TURVO,15
2287,3505351,SP,BARRA DO CHAPÉU,15
2288,3505302,SP,BARRA BONITA,14
2289,3505203,SP,BARIRI,14
2290,3505104,SP,BARBOSA,18
2291,3505005,SP,BARÃO DE ANTONINA,15
2292,3504909,SP,BANANAL,12
2293,3504800,SP,BÁLSAMO,17
2294,3504701,SP,BALBINOS,14
2295,3504602,SP,BADY BASSITT,17
2296,3504503,SP,AVARÉ,14
2297,3504404,SP,AVANHANDAVA,18
2298,3504305,SP,AVAÍ,14
2299,3504206,SP,AURIFLAMA,17
2300,3504107,SP,ATIBAIA,11
2301,3504008,SP,ASSIS,18
2302,3503950,SP,ASPÁSIA,17
2303,3503901,SP,ARUJÁ,11
2304,3503802,SP,ARTUR NOGUEIRA,19
2305,3503703,SP,ARIRANHA,17
2306,3503604,SP,AREIÓPOLIS,14
2307,3503505,SP,AREIAS,12
2308,3503406,SP,AREALVA,14
2309,3503356,SP,ARCO-ÍRIS,14
2310,3503307,SP,ARARAS,19
2311,3503208,SP,ARARAQUARA,16
2312,3503158,SP,ARAPEÍ,12
2313,3503109,SP,ARANDU,14
2314,3503000,SP,ARAMINA,16
2315,3502903,SP,ARAÇOIABA DA SERRA,15
2316,3502804,SP,ARAÇATUBA,18
2317,3502754,SP,ARAÇARIGUAMA,11
2318,3502705,SP,APIAÍ,15
2319,3502606,SP,APARECIDA D'OESTE,17
2320,3502507,SP,APARECIDA,12
2321,3502408,SP,ANHUMAS,18
2322,3502309,SP,ANHEMBI,14
2323,3502200,SP,ANGATUBA,15
2324,3502101,SP,ANDRADINA,18
2325,3502002,SP,ANALÂNDIA,19
2326,3501905,SP,AMPARO,19
2327,3501806,SP,AMÉRICO DE CAMPOS,17
2328,3501707,SP,AMÉRICO BRASILIENSE,16
2329,3501608,SP,AMERICANA,19
2330,3501509,SP,ALVINLÂNDIA,14
2331,3501400,SP,ÁLVARO DE CARVALHO,14
2332,3501301,SP,ÁLVARES MACHADO,18
2333,3501202,SP,ÁLVARES FLORENCE,17
2334,3501152,SP,ALUMÍNIO,11
2335,3501103,SP,ALTO ALEGRE,18
2336,3501004,SP,ALTINÓPOLIS,16
2337,3500907,SP,ALTAIR,17
2338,3500808,SP,ALFREDO MARCONDES,18
2339,3500758,SP,ALAMBARI,15
2340,3500709,SP,AGUDOS,14
2341,3500600,SP,ÁGUAS DE SÃO PEDRO,19
2342,3500550,SP,ÁGUAS DE SANTA BÁRBARA,14
2343,3500501,SP,ÁGUAS DE LINDÓIA,19
2344,3500402,SP,ÁGUAS DA PRATA,19
2345,3500303,SP,AGUAÍ,19
2346,3500204,SP,ADOLFO,17
2347,3500105,SP,ADAMANTINA,18
2348,3306305,RJ,VOLTA REDONDA,24
2349,3306206,RJ,VASSOURAS,24
2350,3306156,RJ,VARRE-SAI,22
2351,3306107,RJ,VALENÇA,24
2352,3306008,RJ,TRÊS RIOS,24
2353,3305802,RJ,TERESÓPOLIS,21
2354,3305752,RJ,TANGUÁ,21
2355,3305703,RJ,SUMIDOURO,22
2356,3305604,RJ,SILVA JARDIM,22
2357,3305554,RJ,SEROPÉDICA,21
2358,3305505,RJ,SAQUAREMA,22
2359,3305406,RJ,SAPUCAIA,24
2360,3305307,RJ,SÃO SEBASTIÃO DO ALTO,22
2361,3305208,RJ,SÃO PEDRO DA ALDEIA,22
2362,3305158,RJ,SÃO JOSÉ DO VALE DO RIO PRETO,24
2363,3305133,RJ,SÃO JOSÉ DE UBÁ,22
2364,3305109,RJ,SÃO JOÃO DE MERITI,21
2365,3305000,RJ,SÃO JOÃO DA BARRA,22
2366,3304904,RJ,SÃO GONÇALO,21
2367,3304805,RJ,SÃO FIDÉLIS,22
2368,3304755,RJ,SÃO FRANCISCO DE ITABAPOANA,22
2369,3304706,RJ,SANTO ANTÔNIO DE PÁDUA,22
2370,3304607,RJ,SANTA MARIA MADALENA,22
2371,3304557,RJ,RIO DE JANEIRO,21
2372,3304524,RJ,RIO DAS OSTRAS,22
2373,3304508,RJ,RIO DAS FLORES,24
2374,3304409,RJ,RIO CLARO,24
2375,3304300,RJ,RIO BONITO,21
2376,3304201,RJ,RESENDE,24
2377,3304151,RJ,QUISSAMÃ,22
2378,3304144,RJ,QUEIMADOS,21
2379,3304128,RJ,QUATIS,24
2380,3304110,RJ,PORTO REAL,24
2381,3304102,RJ,PORCIÚNCULA,22
2382,3304003,RJ,PIRAÍ,24
2383,3303955,RJ,PINHEIRAL,24
2384,3303906,RJ,PETRÓPOLIS,24
2385,3303856,RJ,PATY DO ALFERES,24
2386,3303708,RJ,PARAÍBA DO SUL,24
2387,3303609,RJ,PARACAMBI,21
2388,3303500,RJ,NOVA IGUAÇU,21
2389,3303401,RJ,NOVA FRIBURGO,22
2390,3303302,RJ,NITERÓI,21
2391,3303203,RJ,NILÓPOLIS,21
2392,3303104,RJ,NATIVIDADE,22
2393,3303005,RJ,MIRACEMA,22
2394,3302908,RJ,MIGUEL PEREIRA,24
2395,3302858,RJ,MESQUITA,21
2396,3302809,RJ,MENDES,24
2397,3302700,RJ,MARICÁ,21
2398,3302601,RJ,MANGARATIBA,21
2399,3302502,RJ,MAGÉ,21
2400,3302452,RJ,MACUCO,22
2401,3302403,RJ,MACAÉ,22
2402,3302304,RJ,LAJE DO MURIAÉ,22
2403,3302270,RJ,JAPERI,21
2404,3302254,RJ,ITATIAIA,24
2405,3302205,RJ,ITAPERUNA,22
2406,3302106,RJ,ITAOCARA,22
2407,3302056,RJ,ITALVA,22
2408,3302007,RJ,ITAGUAÍ,21
2409,3301900,RJ,ITABORAÍ,21
2410,3301876,RJ,IGUABA GRANDE,22
2411,3301850,RJ,GUAPIMIRIM,21
2412,3301801,RJ,ENGENHEIRO PAULO DE FRONTIN,24
2413,3301702,RJ,DUQUE DE CAXIAS,21
2414,3301603,RJ,DUAS BARRAS,22
2415,3301504,RJ,CORDEIRO,22
2416,3301405,RJ,CONCEIÇÃO DE MACABU,22
2417,3301306,RJ,CASIMIRO DE ABREU,22
2418,3301207,RJ,CARMO,22
2419,3301157,RJ,CARDOSO MOREIRA,22
2420,3301108,RJ,CANTAGALO,22
2421,3301009,RJ,CAMPOS DOS GOYTACAZES,22
2422,3300951,RJ,COMENDADOR LEVY GASPARIAN,24
2423,3300936,RJ,CARAPEBUS,22
2424,3300902,RJ,CAMBUCI,22
2425,3300803,RJ,CACHOEIRAS DE MACACU,21
2426,3300704,RJ,CABO FRIO,22
2427,3300605,RJ,BOM JESUS DO ITABAPOANA,22
2428,3300506,RJ,BOM JARDIM,22
2429,3300456,RJ,BELFORD ROXO,21
2430,3300407,RJ,BARRA MANSA,24
2431,3300308,RJ,BARRA DO PIRAÍ,24
2432,3300258,RJ,ARRAIAL DO CABO,22
2433,3300225,RJ,AREAL,24
2434,3300209,RJ,ARARUAMA,22
2435,3300159,RJ,APERIBÉ,22
2436,3300100,RJ,ANGRA DOS REIS,24
2437,3205309,ES,VITÓRIA,27
2438,3205200,ES,VILA VELHA,27
2439,3205176,ES,VILA VALÉRIO,27
2440,3205150,ES,VILA PAVÃO,27
2441,3205101,ES,VIANA,27
2442,3205069,ES,VENDA NOVA DO IMIGRANTE,28
2443,3205036,ES,VARGEM ALTA,28
2444,3205010,ES,SOORETAMA,27
2445,3205002,ES,SERRA,27
2446,3204955,ES,SÃO ROQUE DO CANAÃ,27
2447,3204906,ES,SÃO MATEUS,27
2448,3204807,ES,SÃO JOSÉ DO CALÇADO,28
2449,3204708,ES,SÃO GABRIEL DA PALHA,27
2450,3204658,ES,SÃO DOMINGOS DO NORTE,27
2451,3204609,ES,SANTA TERESA,27
2452,3204559,ES,SANTA MARIA DE JETIBÁ,27
2453,3204500,ES,SANTA LEOPOLDINA,27
2454,3204401,ES,RIO NOVO DO SUL,28
2455,3204351,ES,RIO BANANAL,27
2456,3204302,ES,PRESIDENTE KENNEDY,28
2457,3204252,ES,PONTO BELO,27
2458,3204203,ES,PIÚMA,28
2459,3204104,ES,PINHEIROS,27
2460,3204054,ES,PEDRO CANÁRIO,27
2461,3204005,ES,PANCAS,27
2462,3203908,ES,NOVA VENÉCIA,27
2463,3203809,ES,MUQUI,28
2464,3203700,ES,MUNIZ FREIRE,28
2465,3203601,ES,MUCURICI,27
2466,3203502,ES,MONTANHA,27
2467,3203403,ES,MIMOSO DO SUL,28
2468,3203353,ES,MARILÂNDIA,27
2469,3203346,ES,MARECHAL FLORIANO,27
2470,3203304,ES,MANTENÓPOLIS,27
2471,3203205,ES,LINHARES,27
2472,3203163,ES,LARANJA DA TERRA,27
2473,3203130,ES,JOÃO NEIVA,27
2474,3203106,ES,JERÔNIMO MONTEIRO,28
2475,3203056,ES,JAGUARÉ,27
2476,3203007,ES,IÚNA,28
2477,3202900,ES,ITARANA,27
2478,3202801,ES,ITAPEMIRIM,28
2479,3202702,ES,ITAGUAÇU,27
2480,3202652,ES,IRUPI,28
2481,3202603,ES,ICONHA,28
2482,3202553,ES,IBITIRAMA,28
2483,3202504,ES,IBIRAÇU,27
2484,3202454,ES,IBATIBA,28
2485,3202405,ES,GUARAPARI,27
2486,3202306,ES,GUAÇUÍ,28
2487,3202256,ES,GOVERNADOR LINDENBERG,27
2488,3202207,ES,FUNDÃO,27
2489,3202108,ES,ECOPORANGA,27
2490,3202009,ES,DORES DO RIO PRETO,28
2491,3201902,ES,DOMINGOS MARTINS,27
2492,3201803,ES,DIVINO DE SÃO LOURENÇO,28
2493,3201704,ES,CONCEIÇÃO DO CASTELO,28
2494,3201605,ES,CONCEIÇÃO DA BARRA,27
2495,3201506,ES,COLATINA,27
2496,3201407,ES,CASTELO,28
2497,3201308,ES,CARIACICA,27
2498,3201209,ES,CACHOEIRO DE ITAPEMIRIM,28
2499,3201159,ES,BREJETUBA,27
2500,3201100,ES,BOM JESUS DO NORTE,28
2501,3201001,ES,BOA ESPERANÇA,27
2502,3200904,ES,BARRA DE SÃO FRANCISCO,27
2503,3200805,ES,BAIXO GUANDU,27
2504,3200706,ES,ATILIO VIVACQUA,28
2505,3200607,ES,ARACRUZ,27
2506,3200508,ES,APIACÁ,28
2507,3200409,ES,ANCHIETA,28
2508,3200359,ES,ALTO RIO NOVO,27
2509,3200300,ES,ALFREDO CHAVES,27
2510,3200201,ES,ALEGRE,28
2511,3200169,ES,ÁGUA DOCE DO NORTE,27
2512,3200136,ES,ÁGUIA BRANCA,27
2513,3200102,ES,AFONSO CLÁUDIO,27
2514,3172202,MG,WENCESLAU BRAZ,35
2515,3172103,MG,VOLTA GRANDE,32
2516,3172004,MG,VISCONDE DO RIO BRANCO,32
2517,3171907,MG,VIRGOLÂNDIA,33
2518,3171808,MG,VIRGINÓPOLIS,33
2519,3171709,MG,VIRGÍNIA,35
2520,3171600,MG,VIRGEM DA LAPA,33
2521,3171501,MG,MATHIAS LOBATO,33
2522,3171402,MG,VIEIRAS,32
2523,3171303,MG,VIÇOSA,31
2524,3171204,MG,VESPASIANO,31
2525,3171154,MG,VERMELHO NOVO,33
2526,3171105,MG,VERÍSSIMO,34
2527,3171071,MG,VEREDINHA,38
2528,3171030,MG,VERDELÂNDIA,38
2529,3171006,MG,VAZANTE,34
2530,3170909,MG,VARZELÂNDIA,38
2531,3170800,MG,VÁRZEA DA PALMA,38
2532,3170701,MG,VARGINHA,35
2533,3170651,MG,VARGEM GRANDE DO RIO PARDO,38
2534,3170602,MG,VARGEM BONITA,37
2535,3170578,MG,VARGEM ALEGRE,33
2536,3170529,MG,URUCUIA,38
2537,3170503,MG,URUCÂNIA,31
2538,3170479,MG,URUANA DE MINAS,38
2539,3170438,MG,UNIÃO DE MINAS,34
2540,3170404,MG,UNAÍ,38
2541,3170305,MG,UMBURATIBA,33
2542,3170206,MG,UBERLÂNDIA,34
2543,3170107,MG,UBERABA,34
2544,3170057,MG,UBAPORANGA,33
2545,3170008,MG,UBAÍ,38
2546,3169901,MG,UBÁ,32
2547,3169802,MG,TURVOLÂNDIA,35
2548,3169703,MG,TURMALINA,38
2549,3169604,MG,TUPACIGUARA,34
2550,3169505,MG,TUMIRITINGA,33
2551,3169406,MG,TRÊS PONTAS,35
2552,3169356,MG,TRÊS MARIAS,38
2553,3169307,MG,TRÊS CORAÇÕES,35
2554,3169208,MG,TOMBOS,32
2555,3169109,MG,TOLEDO,35
2556,3169000,MG,TOCANTINS,32
2557,3168903,MG,TIROS,34
2558,3168804,MG,TIRADENTES,32
2559,3168705,MG,TIMÓTEO,31
2560,3168606,MG,TEÓFILO OTONI,33
2561,3168507,MG,TEIXEIRAS,31
2562,3168408,MG,TARUMIRIM,33
2563,3168309,MG,TAQUARAÇU DE MINAS,31
2564,3168200,MG,TAPIRAÍ,37
2565,3168101,MG,TAPIRA,34
2566,3168051,MG,TAPARUBA,33
2567,3168002,MG,TAIOBEIRAS,38
2568,3167905,MG,TABULEIRO,32
2569,3167806,MG,SOLEDADE DE MINAS,35
2570,3167707,MG,SOBRÁLIA,33
2571,3167608,MG,SIMONÉSIA,33
2572,3167509,MG,SIMÃO PEREIRA,32
2573,3167400,MG,SILVIANÓPOLIS,35
2574,3167301,MG,SILVEIRÂNIA,32
2575,3167202,MG,SETE LAGOAS,31
2576,3167103,MG,SERRO,38
2577,3167004,MG,SERRANOS,35
2578,3166956,MG,SERRANÓPOLIS DE MINAS,38
2579,3166907,MG,SERRANIA,35
2580,3166808,MG,SERRA DO SALITRE,34
2581,3166709,MG,SERRA DOS AIMORÉS,33
2582,3166600,MG,SERRA DA SAUDADE,37
2583,3166501,MG,SERRA AZUL DE MINAS,38
2584,3166402,MG,SERITINGA,35
2585,3166303,MG,SERICITA,31
2586,3166204,MG,SENHORA DOS REMÉDIOS,32
2587,3166105,MG,SENHORA DO PORTO,33
2588,3166006,MG,SENHORA DE OLIVEIRA,31
2589,3165909,MG,SENADOR MODESTINO GONÇALVES,38
2590,3165800,MG,SENADOR JOSÉ BENTO,35
2591,3165701,MG,SENADOR FIRMINO,32
2592,3165602,MG,SENADOR CORTES,32
2593,3165578,MG,SENADOR AMARAL,35
2594,3165560,MG,SEM-PEIXE,31
2595,3165552,MG,SETUBINHA,33
2596,3165537,MG,SARZEDO,31
2597,3165503,MG,SARDOÁ,33
2598,3165404,MG,SAPUCAÍ-MIRIM,35
2599,3165305,MG,SÃO VICENTE DE MINAS,35
2600,3165107,MG,SÃO TOMÁS DE AQUINO,35
2601,3165008,MG,SÃO TIAGO,32
2602,3164902,MG,SÃO SEBASTIÃO DO RIO VERDE,35
2603,3164803,MG,SÃO SEBASTIÃO DO RIO PRETO,31
2604,3164704,MG,SÃO SEBASTIÃO DO PARAÍSO,35
2605,3164605,MG,SÃO SEBASTIÃO DO OESTE,37
2606,3164506,MG,SÃO SEBASTIÃO DO MARANHÃO,33
2607,3164472,MG,SÃO SEBASTIÃO DO ANTA,33
2608,3164431,MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,32
2609,3164407,MG,SÃO SEBASTIÃO DA BELA VISTA,35
2610,3164308,MG,SÃO ROQUE DE MINAS,37
2611,3164209,MG,SÃO ROMÃO,38
2612,3164100,MG,SÃO PEDRO DO SUAÇUÍ,33
2613,3164001,MG,SÃO PEDRO DOS FERROS,33
2614,3163904,MG,SÃO PEDRO DA UNIÃO,35
2615,3163805,MG,SÃO MIGUEL DO ANTA,31
2616,3163706,MG,SÃO LOURENÇO,35
2617,3163607,MG,SÃO JOSÉ DO MANTIMENTO,33
2618,3163508,MG,SÃO JOSÉ DO JACURI,33
2619,3163409,MG,SÃO JOSÉ DO GOIABAL,31
2620,3163300,MG,SÃO JOSÉ DO DIVINO,33
2621,3163201,MG,SÃO JOSÉ DO ALEGRE,35
2622,3163102,MG,SÃO JOSÉ DA VARGINHA,37
2623,3163003,MG,SÃO JOSÉ DA SAFIRA,33
2624,3162955,MG,SÃO JOSÉ DA LAPA,31
2625,3162948,MG,SÃO JOSÉ DA BARRA,35
2626,3162922,MG,SÃO JOAQUIM DE BICAS,31
2627,3162906,MG,SÃO JOÃO NEPOMUCENO,32
2628,3162807,MG,SÃO JOÃO EVANGELISTA,33
2629,3162708,MG,SÃO JOÃO DO PARAÍSO,38
2630,3162658,MG,SÃO JOÃO DO PACUÍ,38
2631,3162609,MG,SÃO JOÃO DO ORIENTE,33
2632,3162575,MG,SÃO JOÃO DO MANTENINHA,33
2633,3162559,MG,SÃO JOÃO DO MANHUAÇU,33
2634,3162500,MG,SÃO JOÃO DEL REI,32
2635,3162450,MG,SÃO JOÃO DAS MISSÕES,38
2636,3162401,MG,SÃO JOÃO DA PONTE,38
2637,3162302,MG,SÃO JOÃO DA MATA,35
2638,3162252,MG,SÃO JOÃO DA LAGOA,38
2639,3162203,MG,SÃO JOÃO BATISTA DO GLÓRIA,35
2640,3162104,MG,SÃO GOTARDO,34
2641,3162005,MG,SÃO GONÇALO DO SAPUCAÍ,35
2642,3161908,MG,SÃO GONÇALO DO RIO ABAIXO,31
2643,3161809,MG,SÃO GONÇALO DO PARÁ,37
2644,3161700,MG,SÃO GONÇALO DO ABAETÉ,38
2645,3161650,MG,SÃO GERALDO DO BAIXIO,33
2646,3161601,MG,SÃO GERALDO DA PIEDADE,33
2647,3161502,MG,SÃO GERALDO,32
2648,3161403,MG,SÃO FRANCISCO DO GLÓRIA,32
2649,3161304,MG,SÃO FRANCISCO DE SALES,34
2650,3161205,MG,SÃO FRANCISCO DE PAULA,37
2651,3161106,MG,SÃO FRANCISCO,38
2652,3161056,MG,SÃO FÉLIX DE MINAS,33
2653,3161007,MG,SÃO DOMINGOS DO PRATA,31
2654,3160959,MG,SÃO DOMINGOS DAS DORES,33
2655,3160900,MG,SÃO BRÁS DO SUAÇUÍ,31
2656,3160801,MG,SÃO BENTO ABADE,35
2657,3160702,MG,SANTOS DUMONT,32
2658,3160603,MG,SANTO HIPÓLITO,38
2659,3160504,MG,SANTO ANTÔNIO DO RIO ABAIXO,31
2660,3160454,MG,SANTO ANTÔNIO DO RETIRO,38
2661,3160405,MG,SANTO ANTÔNIO DO MONTE,37
2662,3160306,MG,SANTO ANTÔNIO DO JACINTO,33
2663,3160207,MG,SANTO ANTÔNIO DO ITAMBÉ,33
2664,3160108,MG,SANTO ANTÔNIO DO GRAMA,31
2665,3160009,MG,SANTO ANTÔNIO DO AVENTUREIRO,32
2666,3159902,MG,SANTO ANTÔNIO DO AMPARO,35
2667,3159803,MG,SANTA VITÓRIA,34
2668,3159704,MG,SANTA ROSA DA SERRA,34
2669,3159605,MG,SANTA RITA DO SAPUCAÍ,35
2670,3159506,MG,SANTA RITA DO ITUETO,33
2671,3159407,MG,SANTA RITA DE IBITIPOCA,32
2672,3159357,MG,SANTA RITA DE MINAS,33
2673,3159308,MG,SANTA RITA DE JACUTINGA,32
2674,3159209,MG,SANTA RITA DE CALDAS,35
2675,3159100,MG,SANTANA DOS MONTES,31
2676,3159001,MG,SANTANA DO RIACHO,31
2677,3158953,MG,SANTANA DO PARAÍSO,31
2678,3158904,MG,SANTANA DO MANHUAÇU,33
2679,3158805,MG,SANTANA DO JACARÉ,35
2680,3158706,MG,SANTANA DO GARAMBÉU,32
2681,3158607,MG,SANTANA DO DESERTO,32
2682,3158508,MG,SANTANA DE PIRAPAMA,31
2683,3158409,MG,SANTANA DE CATAGUASES,32
2684,3158300,MG,SANTANA DA VARGEM,35
2685,3158201,MG,SANTA MARIA DO SUAÇUÍ,33
2686,3158102,MG,SANTA MARIA DO SALTO,33
2687,3158003,MG,SANTA MARIA DE ITABIRA,31
2688,3157906,MG,SANTA MARGARIDA,31
2689,3157807,MG,SANTA LUZIA,31
2690,3157708,MG,SANTA JULIANA,34
2691,3157658,MG,SANTA HELENA DE MINAS,33
2692,3157609,MG,SANTA FÉ DE MINAS,38
2693,3157500,MG,SANTA EFIGÊNIA DE MINAS,33
2694,3157401,MG,SANTA CRUZ DO ESCALVADO,31
2695,3157377,MG,SANTA CRUZ DE SALINAS,38
2696,3157336,MG,SANTA CRUZ DE MINAS,32
2697,3157302,MG,SANTA BÁRBARA DO TUGÚRIO,32
2698,3157278,MG,SANTA BÁRBARA DO MONTE VERDE,32
2699,3157252,MG,SANTA BÁRBARA DO LESTE,33
2700,3157203,MG,SANTA BÁRBARA,31
2701,3157104,MG,SALTO DA DIVISA,33
2702,3157005,MG,SALINAS,38
2703,3156908,MG,SACRAMENTO,34
2704,3156809,MG,SABINÓPOLIS,33
2705,3156700,MG,SABARÁ,31
2706,3156601,MG,RUBIM,33
2707,3156502,MG,RUBELITA,38
2708,3156452,MG,ROSÁRIO DA LIMEIRA,32
2709,3156403,MG,ROMARIA,34
2710,3156304,MG,RODEIRO,32
2711,3156205,MG,ROCHEDO DE MINAS,32
2712,3156106,MG,RITÁPOLIS,32
2713,3156007,MG,RIO VERMELHO,33
2714,3155900,MG,RIO PRETO,32
2715,3155801,MG,RIO POMBA,32
2716,3155702,MG,RIO PIRACICABA,31
2717,3155603,MG,RIO PARDO DE MINAS,38
2718,3155504,MG,RIO PARANAÍBA,34
2719,3155405,MG,RIO NOVO,32
2720,3155306,MG,RIO MANSO,31
2721,3155207,MG,RIO ESPERA,31
2722,3155108,MG,RIO DO PRADO,33
2723,3155009,MG,RIO DOCE,31
2724,3154903,MG,RIO CASCA,31
2725,3154804,MG,RIO ACIMA,31
2726,3154705,MG,RIBEIRÃO VERMELHO,35
2727,3154606,MG,RIBEIRÃO DAS NEVES,31
2728,3154507,MG,RIACHO DOS MACHADOS,38
2729,3154457,MG,RIACHINHO,38
2730,3154408,MG,RESSAQUINHA,32
2731,3154309,MG,RESPLENDOR,33
2732,3154200,MG,RESENDE COSTA,32
2733,3154150,MG,REDUTO,33
2734,3154101,MG,RECREIO,32
2735,3154002,MG,RAUL SOARES,33
2736,3153905,MG,RAPOSOS,31
2737,3153707,MG,QUARTEL GERAL,37
2738,3153608,MG,PRUDENTE DE MORAIS,31
2739,3153509,MG,ALTO JEQUITIBÁ,33
2740,3153400,MG,PRESIDENTE OLEGÁRIO,34
2741,3153301,MG,PRESIDENTE KUBITSCHEK,38
2742,3153202,MG,PRESIDENTE JUSCELINO,38
2743,3153103,MG,PRESIDENTE BERNARDES,32
2744,3153004,MG,PRATINHA,34
2745,3152907,MG,PRATÁPOLIS,35
2746,3152808,MG,PRATA,34
2747,3152709,MG,PRADOS,32
2748,3152600,MG,POUSO ALTO,35
2749,3152501,MG,POUSO ALEGRE,35
2750,3152402,MG,POTÉ,33
2751,3152303,MG,PORTO FIRME,31
2752,3152204,MG,PORTEIRINHA,38
2753,3152170,MG,PONTO DOS VOLANTES,33
2754,3152131,MG,PONTO CHIQUE,38
2755,3152105,MG,PONTE NOVA,31
2756,3152006,MG,POMPÉU,37
2757,3151909,MG,POCRANE,33
2758,3151800,MG,POÇOS DE CALDAS,35
2759,3151701,MG,POÇO FUNDO,35
2760,3151602,MG,PLANURA,34
2761,3151404,MG,PITANGUI,37
2762,3151305,MG,PIRAÚBA,32
2763,3151206,MG,PIRAPORA,38
2764,3151107,MG,PIRAPETINGA,32
2765,3151008,MG,PIRANGUINHO,35
2766,3150901,MG,PIRANGUÇU,35
2767,3150802,MG,PIRANGA,31
2768,3150703,MG,PIRAJUBA,34
2769,3150604,MG,PIRACEMA,37
2770,3150570,MG,PINTÓPOLIS,38
2771,3150505,MG,PIMENTA,37
2772,3150406,MG,PIEDADE DOS GERAIS,31
2773,3150307,MG,PIEDADE DO RIO GRANDE,32
2774,3150208,MG,PIEDADE DE PONTE NOVA,31
2775,3150158,MG,PIEDADE DE CARATINGA,33
2776,3150109,MG,PIAU,32
2777,3150000,MG,PESCADOR,33
2778,3149952,MG,PERIQUITO,33
2779,3149903,MG,PERDÕES,35
2780,3149804,MG,PERDIZES,34
2781,3149705,MG,PERDIGÃO,37
2782,3149606,MG,PEQUI,37
2783,3149507,MG,PEQUERI,32
2784,3149408,MG,PEDRO TEIXEIRA,32
2785,3149309,MG,PEDRO LEOPOLDO,31
2786,3149200,MG,PEDRINÓPOLIS,34
2787,3149150,MG,PEDRAS DE MARIA DA CRUZ,38
2788,3149101,MG,PEDRALVA,35
2789,3149002,MG,PEDRA DOURADA,32
2790,3148905,MG,PEDRA DO INDAIÁ,37
2791,3148806,MG,PEDRA DO ANTA,31
2792,3148756,MG,PEDRA BONITA,31
2793,3148707,MG,PEDRA AZUL,33
2794,3148608,MG,PEÇANHA,33
2795,3148509,MG,PAVÃO,33
2796,3148400,MG,PAULISTAS,33
2797,3148301,MG,PAULA CÂNDIDO,32
2798,3148202,MG,PATROCÍNIO DO MURIAÉ,32
2799,3148103,MG,PATROCÍNIO,34
2800,3148004,MG,PATOS DE MINAS,34
2801,3147956,MG,PATIS,38
2802,3147907,MG,PASSOS,35
2803,3147709,MG,PASSA TEMPO,37
2804,3147600,MG,PASSA QUATRO,35
2805,3147501,MG,PASSABÉM,31
2806,3147402,MG,PARAOPEBA,31
2807,3147303,MG,PARAISÓPOLIS,35
2808,3147204,MG,PARAGUAÇU,35
2809,3147105,MG,PARÁ DE MINAS,37
2810,3147006,MG,PARACATU,38
2811,3146909,MG,PAPAGAIOS,37
2812,3146750,MG,PALMÓPOLIS,33
2813,3146701,MG,PALMA,32
2814,3146602,MG,PAIVA,32
2815,3146552,MG,PAI PEDRO,38
2816,3146503,MG,PAINS,37
2817,3146404,MG,PAINEIRAS,37
2818,3146305,MG,PADRE PARAÍSO,33
2819,3146255,MG,PADRE CARVALHO,38
2820,3146206,MG,OURO VERDE DE MINAS,33
2821,3146107,MG,OURO PRETO,31
2822,3146008,MG,OURO FINO,35
